TransactionReference,ValueDate,CustomerAccount,Counterparty,AmountMinorUnits,CurrencyCode,TransactionType,SettlementStatus
B002079,2026-01-03,ACC0091,Bolt & Screw Ltd,2130,GBP,CREDIT,SETTLED
B002080,2026-01-13,ACC0028,"Wembley Tyres, Ltd",1844,GBP,DEBIT,UNSETTLED
B002081,2026-03-29,ACC0076,"Marlow ""Fine"" Foods",1631,GBP,CREDIT,RETURNED
B002082,2026-01-23,ACC0067,Dhillon & Sons,7462,GBP,DEBIT,RETURNED
B002083,2026-03-18,ACC0002,Ashvale Clinic,4175,GBP,CREDIT,RETURNED
B002084,2026-01-13,ACC0117,Dhillon & Sons,6256,GBP,DEBIT,SETTLED
B002085,2026-02-04,ACC0070,Corner Cafe,1357,GBP,CREDIT,RETURNED
B002086,2026-03-07,ACC0107,Dhillon & Sons,1383,GBP,DEBIT,SETTLED
B002087,2026-03-21,ACC0065,Harrow Sports Club,21456,GBP,DEBIT,SETTLED
B002088,2026-03-26,ACC0063,Sandbrook Utilities,7756,GBP,DEBIT,SETTLED
B002089,2026-01-07,ACC0004,Dhillon & Sons,2125,GBP,DEBIT,UNSETTLED
B002090,2026-02-24,ACC0059,Ashvale Clinic,11600,GBP,DEBIT,UNSETTLED
B002091,2026-03-20,ACC0044,Dhillon & Sons,6270,GBP,CREDIT,SETTLED
B002092,2026-03-09,ACC0002,Bolt & Screw Ltd,8297,GBP,DEBIT,UNSETTLED
B002093,2026-01-11,ACC0077,"Wembley Tyres, Ltd",6258,GBP,CREDIT,SETTLED
B002094,2026-03-06,ACC0013,Harrow Sports Club,591,GBP,DEBIT,UNSETTLED
B002095,2026-03-21,ACC0012,"Marlow ""Fine"" Foods",12200,GBP,DEBIT,SETTLED
B002096,2026-02-15,ACC0060,Corner Cafe,9622,GBP,DEBIT,SETTLED
B002097,2026-01-25,ACC0066,"Wembley Tyres, Ltd",629,GBP,DEBIT,SETTLED
B002098,2026-02-07,ACC0060,"Wembley Tyres, Ltd",8741,GBP,DEBIT,RETURNED
B002099,2026-03-17,ACC0052,Petra Logistics,11612,GBP,DEBIT,UNSETTLED
B002100,2026-01-05,ACC0027,Ashvale Clinic,25058,GBP,CREDIT,UNSETTLED
B002101,2026-03-13,ACC0082,Kite Digital,37105,GBP,DEBIT,SETTLED
B002102,2026-01-23,ACC0018,"Wembley Tyres, Ltd",13804,GBP,DEBIT,SETTLED
B002103,2026-02-28,ACC0033,Dhillon & Sons,10935,GBP,DEBIT,SETTLED
B002104,2026-02-13,ACC0029,Harrow Sports Club,18407,GBP,CREDIT,SETTLED
B002105,2026-01-04,ACC0070,"Marlow ""Fine"" Foods",2973,GBP,CREDIT,SETTLED
B002106,2026-03-12,ACC0010,Sandbrook Utilities,6458,GBP,CREDIT,UNSETTLED
B002107,2026-03-10,ACC0056,Northline Freight,7575,GBP,DEBIT,UNSETTLED
B002108,2026-01-13,ACC0013,Northline Freight,3254,GBP,DEBIT,SETTLED
B002109,2026-01-21,ACC0104,"Marlow ""Fine"" Foods",2299,GBP,DEBIT,SETTLED
B002110,2026-03-05,ACC0001,Northline Freight,4862,GBP,DEBIT,SETTLED
B002111,2026-03-17,ACC0029,Ashvale Clinic,4736,GBP,DEBIT,RETURNED
B002112,2026-02-24,ACC0069,Petra Logistics,25304,GBP,DEBIT,SETTLED
B002113,2026-01-20,ACC0058,Sandbrook Utilities,10953,GBP,DEBIT,RETURNED
B002114,2026-03-01,ACC0050,Sandbrook Utilities,2574,GBP,DEBIT,UNSETTLED
B002115,2026-01-01,ACC0105,"Marlow ""Fine"" Foods",7482,GBP,DEBIT,UNSETTLED
B002116,2026-03-25,ACC0112,Sandbrook Utilities,1864,GBP,DEBIT,SETTLED
B002117,2026-02-18,ACC0004,"Wembley Tyres, Ltd",10762,GBP,CREDIT,SETTLED
B002118,2026-03-27,ACC0064,"Wembley Tyres, Ltd",5475,GBP,CREDIT,UNSETTLED
B002119,2026-03-05,ACC0026,The Old Print Works,4696,GBP,DEBIT,SETTLED
B002120,2026-02-10,ACC0007,The Old Print Works,4174,GBP,CREDIT,SETTLED
B002121,2026-01-25,ACC0033,Bolt & Screw Ltd,16010,GBP,DEBIT,SETTLED
B002122,2026-03-05,ACC0073,Sandbrook Utilities,22065,GBP,CREDIT,UNSETTLED
B002123,2026-01-30,ACC0060,Dhillon & Sons,14933,GBP,DEBIT,SETTLED
B002124,2026-02-22,ACC0036,Corner Cafe,13772,GBP,DEBIT,SETTLED
B002125,2026-03-20,ACC0114,Ashvale Clinic,72051,GBP,CREDIT,SETTLED
B002126,2026-02-13,ACC0099,"Wembley Tyres, Ltd",26602,GBP,DEBIT,SETTLED
B002127,2026-02-26,ACC0049,Harrow Sports Club,1463,GBP,DEBIT,RETURNED
B002128,2026-01-07,ACC0082,Kite Digital,487,GBP,DEBIT,RETURNED
B002129,2026-01-29,ACC0070,The Old Print Works,1219,GBP,DEBIT,SETTLED
B002130,2026-03-01,ACC0109,Dhillon & Sons,6572,GBP,CREDIT,SETTLED
B002131,2026-02-23,ACC0021,"Marlow ""Fine"" Foods",7679,GBP,DEBIT,SETTLED
B002132,2026-02-08,ACC0078,Ashvale Clinic,8021,GBP,DEBIT,SETTLED
B002133,2026-02-23,ACC0029,"Marlow ""Fine"" Foods",20975,GBP,DEBIT,SETTLED
B002134,2026-02-21,ACC0061,Harrow Sports Club,10204,GBP,DEBIT,SETTLED
B002135,2026-03-17,ACC0031,"Marlow ""Fine"" Foods",4697,GBP,DEBIT,RETURNED
B002136,2026-01-25,ACC0019,"Wembley Tyres, Ltd",1979,GBP,CREDIT,UNSETTLED
B002137,2026-01-11,ACC0061,"Marlow ""Fine"" Foods",3755,GBP,CREDIT,UNSETTLED
B002138,2026-01-12,ACC0039,Ashvale Clinic,966,GBP,CREDIT,SETTLED
B002139,2026-01-10,ACC0119,Corner Cafe,1533,GBP,DEBIT,RETURNED
B002140,2026-02-15,ACC0078,Northline Freight,7144,GBP,DEBIT,UNSETTLED
B002141,2026-03-15,ACC0110,Dhillon & Sons,2348,GBP,DEBIT,RETURNED
B002142,2026-02-08,ACC0037,Petra Logistics,15924,GBP,DEBIT,SETTLED
B002143,2026-02-20,ACC0111,Ashvale Clinic,20373,GBP,DEBIT,SETTLED
B002144,2026-02-26,ACC0037,Harrow Sports Club,17422,GBP,DEBIT,UNSETTLED
B002145,2026-02-05,ACC0052,Sandbrook Utilities,8306,GBP,DEBIT,UNSETTLED
B002146,2026-01-27,ACC0072,Ashvale Clinic,22689,GBP,DEBIT,SETTLED
B002147,2026-01-01,ACC0056,Corner Cafe,18024,GBP,DEBIT,RETURNED
B002148,2026-03-12,ACC0021,Bolt & Screw Ltd,15121,GBP,CREDIT,UNSETTLED
B002149,2026-03-26,ACC0113,Petra Logistics,13420,GBP,DEBIT,SETTLED
B002150,2026-03-19,ACC0030,Corner Cafe,6352,GBP,DEBIT,SETTLED
B002151,2026-02-09,ACC0111,Dhillon & Sons,5299,GBP,DEBIT,SETTLED
B002152,2026-01-28,ACC0066,"Marlow ""Fine"" Foods",2188,GBP,DEBIT,UNSETTLED
B002153,2026-01-30,ACC0091,The Old Print Works,1516,GBP,DEBIT,SETTLED
B002154,2026-02-01,ACC0108,Dhillon & Sons,5385,GBP,CREDIT,UNSETTLED
B002155,2026-02-22,ACC0029,Corner Cafe,22309,GBP,DEBIT,SETTLED
B002156,2026-01-21,ACC0073,Sandbrook Utilities,6026,GBP,DEBIT,UNSETTLED
B002157,2026-02-04,ACC0100,Kite Digital,12296,GBP,DEBIT,RETURNED
B002158,2026-02-23,ACC0087,Ashvale Clinic,11521,GBP,DEBIT,RETURNED
B002159,2026-01-23,ACC0001,Bolt & Screw Ltd,30520,GBP,DEBIT,UNSETTLED
B002160,2026-02-13,ACC0013,The Old Print Works,1976,GBP,DEBIT,SETTLED
B002161,2026-02-19,ACC0065,Ashvale Clinic,4059,GBP,DEBIT,SETTLED
B002162,2026-02-26,ACC0064,Dhillon & Sons,2489,GBP,DEBIT,SETTLED
B002163,2026-03-18,ACC0050,Harrow Sports Club,2925,GBP,DEBIT,SETTLED
B002164,2026-01-27,ACC0073,Ashvale Clinic,1946,GBP,CREDIT,SETTLED
B002165,2026-03-26,ACC0002,"Marlow ""Fine"" Foods",,GBP,DEBIT,UNSETTLED
B002166,2026-01-22,ACC0033,Bolt & Screw Ltd,16493,GBP,DEBIT,RETURNED
B002167,2026-01-19,ACC0039,Harrow Sports Club,18192,GBP,DEBIT,SETTLED
B002168,2026-03-27,ACC0060,Bolt & Screw Ltd,25652,GBP,DEBIT,SETTLED
B002169,2026-03-19,ACC0073,Kite Digital,2639,GBP,CREDIT,SETTLED
B002170,2026-01-30,ACC0043,Bolt & Screw Ltd,2194,GBP,DEBIT,SETTLED
B002171,2026-02-15,ACC0061,Northline Freight,15690,GBP,CREDIT,SETTLED
B002172,2026-02-03,ACC0041,Ashvale Clinic,6764,GBP,DEBIT,UNSETTLED
B002173,2026-01-05,ACC0087,Petra Logistics,18470,GBP,DEBIT,RETURNED
B002174,2026-03-01,ACC0026,Corner Cafe,3428,GBP,CREDIT,RETURNED
B002175,2026-02-03,ACC0011,Petra Logistics,7705,GBP,DEBIT,RETURNED
B002176,2026-03-13,ACC0115,Northline Freight,19022,GBP,CREDIT,RETURNED
B002177,2026-03-10,ACC0021,Ashvale Clinic,378,GBP,CREDIT,RETURNED
B002178,2026-01-15,ACC0118,"Marlow ""Fine"" Foods",3393,GBP,CREDIT,SETTLED
B002179,2026-03-12,ACC0040,The Old Print Works,4081,GBP,CREDIT,UNSETTLED
B002180,2026-03-30,ACC0090,Dhillon & Sons,8101,GBP,CREDIT,UNSETTLED
B002181,2026-03-20,ACC0111,Corner Cafe,1262,GBP,CREDIT,SETTLED
B002182,2026-02-26,ACC0112,"Wembley Tyres, Ltd",4775,GBP,DEBIT,SETTLED
B002183,2026-02-13,ACC0098,Kite Digital,33290,GBP,DEBIT,UNSETTLED
B002184,2026-03-17,ACC0079,Kite Digital,412,GBP,DEBIT,UNSETTLED
B002185,2026-01-03,ACC0034,Bolt & Screw Ltd,6174,GBP,DEBIT,RETURNED
B002186,2026-01-29,ACC0075,Bolt & Screw Ltd,3428,GBP,DEBIT,SETTLED
B002187,2026-02-02,ACC0046,Harrow Sports Club,4304,GBP,DEBIT,UNSETTLED
B002188,2026-01-27,ACC0107,Petra Logistics,1609,GBP,DEBIT,RETURNED
B002189,2026-01-29,ACC0103,Corner Cafe,113780,GBP,CREDIT,SETTLED
B002190,2026-03-17,ACC0075,Harrow Sports Club,13536,GBP,DEBIT,SETTLED
B002191,2026-01-07,ACC0043,Bolt & Screw Ltd,1341,GBP,CREDIT,RETURNED
B002192,2026-01-23,ACC0021,Dhillon & Sons,2819,GBP,CREDIT,SETTLED
B002193,2026-01-18,ACC0002,Dhillon & Sons,12133,GBP,CREDIT,RETURNED
B002194,2026-01-07,ACC0116,Corner Cafe,2910,GBP,CREDIT,SETTLED
B002195,2026-02-17,ACC0090,The Old Print Works,2363,GBP,DEBIT,UNSETTLED
B002196,2026-02-03,ACC0061,Corner Cafe,7143,GBP,DEBIT,UNSETTLED
B002197,2026-03-07,ACC0031,Kite Digital,4451,GBP,CREDIT,RETURNED
B002198,2026-03-03,ACC0070,Dhillon & Sons,20359,GBP,CREDIT,SETTLED
B002199,2026-01-08,ACC0118,"Marlow ""Fine"" Foods",6396,GBP,DEBIT,RETURNED
B002200,2026-02-15,ACC0010,Corner Cafe,2668,GBP,DEBIT,RETURNED
